,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
392,chatakonda,12,IN,1554432601,61,17.55,80.65,83.3,4.94
393,ukiah,90,US,1554432506,67,39.15,-123.21,57.2,4.7
394,akle,75,PH,1554432486,58,15.05,121.07,90,4.7
395,gazojak,12,TM,1554432602,69,41.19,61.4,48.56,10.76
396,sheopur,0,IN,1554432602,26,25.67,76.7,86.09,4.94
397,katima mulilo,0,NA,1554432602,56,-17.5,24.28,62.15,5.5
398,mombetsu,0,JP,1554430866,64,44.35,143.35,46,10.29
399,bassar,0,TG,1554432603,87,9.26,0.78,74.75,9.86
400,vanavara,0,RU,1554432603,64,60.35,102.28,27.77,3.71
401,buala,92,SB,1554432603,76,-8.15,159.59,87.8,8.41
402,aguimes,40,ES,1554432331,82,27.91,-15.45,60.01,11.41
403,shahapur,75,IN,1554429600,78,19.45,73.33,82.4,8.05
404,yeppoon,20,AU,1554429600,45,-23.13,150.74,84.2,13.87
405,kolosovka,76,RU,1554432604,92,56.47,73.61,31.46,12.1
406,villa maria,40,CO,1554429600,87,4.5,-74.09,57.2,5.82
407,xining,0,CN,1554432604,43,36.62,101.77,47.3,3.71
408,steamboat springs,90,US,1554432170,66,40.48,-106.83,46.4,2.59
409,indramayu,76,ID,1554432605,83,-4.05,103.78,77.9,3.6
410,san policarpo,56,PH,1554432605,88,12.18,125.51,83.03,10.54
411,bontoc,0,PH,1554432605,85,17.09,120.98,77.54,2.93
412,sidi ali,56,DZ,1554432605,82,36.1,0.42,49.82,6.96
413,zalari,0,RU,1554432606,73,53.57,102.52,31.82,7.18
414,sao felix do xingu,80,BR,1554432606,99,-6.64,-51.99,74.12,2.15
415,najran,0,SA,1554429600,43,17.54,44.22,73.4,11.41
416,jacmel,36,HT,1554432315,74,18.24,-72.54,78.8,11.41
417,cerkezkoy,0,TR,1554432164,93,41.28,28,48,9.17
418,monrovia,88,LR,1554432606,91,6.33,-10.8,77.36,5.5
419,kathmandu,75,NP,1554430800,93,27.71,85.32,60.8,2.24
420,marsh harbour,68,BS,1554432607,100,26.54,-77.06,74.3,16.58
421,ribeira do pombal,0,BR,1554432607,90,-10.84,-38.54,74.3,6.73
422,soe,0,EE,1554432017,74,57.91,26.05,37,4.38
423,sola,0,NO,1554432603,61,58.89,5.65,52,6.93
424,surovikino,0,RU,1554432608,74,48.61,42.84,28.04,5.28
425,aklavik,5,CA,1554429600,55,68.22,-135.01,10.4,6.93
426,te anau,12,NZ,1554432608,70,-45.41,167.72,46.58,5.84
427,dovbysh,0,UA,1554432608,55,50.37,27.99,30.38,9.19
428,port blair,0,IN,1554432609,100,11.67,92.75,83.93,4.94
429,abha,0,SA,1554429600,87,18.22,42.5,60.8,9.17
430,dunedin,92,NZ,1554432331,53,-45.87,170.5,54,8.01
431,mandurah,0,AU,1554432385,48,-32.55,115.7,69.01,12.75
432,vokhtoga,8,RU,1554432610,62,58.81,41.03,15.89,2.93
433,klyuchi,64,RU,1554432611,85,52.25,79.17,51.26,13.67
434,tanggul,64,ID,1554432611,100,-8.16,113.45,80.87,4.05
435,sao jose da coroa grande,32,BR,1554432611,100,-8.9,-35.15,76.19,4.61
436,kysyl-syr,0,RU,1554432611,60,63.9,122.77,35.87,4.27
437,antofagasta,0,CL,1554429600,72,-23.65,-70.4,64.4,5.82
438,pointe-noire,40,CG,1554429600,94,-4.8,11.85,78.8,9.17
439,eyrarbakki,75,IS,1554431816,100,63.86,-21.15,37,2.24
440,kungurtug,88,RU,1554432612,83,50.6,97.53,31.46,4.16
441,mangai,80,CD,1554432612,96,-4.07,19.59,72.95,2.93
442,uyuni,0,BO,1554432612,41,-20.46,-66.82,38.03,7.74
443,prosec,0,CZ,1554432607,57,49.81,16.12,52,9.17
444,yerbogachen,88,RU,1554432613,78,61.28,108.01,28.94,3.49
445,iwo,0,NG,1554432613,74,7.63,4.18,76.91,9.31
446,touros,20,BR,1554429600,94,-5.2,-35.46,78.8,3.36
447,merthyr tydfil,92,GB,1554432610,93,51.75,-3.38,43,14.99
448,lillooet,1,CA,1554429600,38,50.69,-121.94,59,11.41
449,barra patuca,92,HN,1554432614,88,15.8,-84.28,80.78,12.77
450,dabat,0,ET,1554432614,53,12.98,37.77,44.6,1.7
451,ostersund,92,SE,1554432116,94,63.18,14.64,33.01,10.29
452,margate,40,AU,1554432567,42,-43.03,147.26,72,17.22
453,muisne,100,EC,1554432615,92,0.61,-80.02,74.3,4.72
454,orshanka,0,RU,1554432615,74,56.92,47.89,21.47,8.63
455,lagoa,40,PT,1554432427,93,37.14,-8.45,53.6,11.41
456,virden,12,CA,1554432615,83,49.85,-100.93,41.27,5.73
457,nelson bay,75,AU,1554432396,73,-32.72,152.14,73,8.05
458,aleksin,76,RU,1554429600,59,54.5,37.07,33.8,6.71
459,kenora,90,CA,1554432126,80,49.76,-94.48,33.8,11.41
460,san quintin,8,PH,1554432616,70,17.54,120.52,84.11,3.83
461,lagos,0,NG,1554432570,86,6.46,3.39,82.22,9.86
462,rio gallegos,75,AR,1554429600,70,-51.62,-69.22,46.4,16.11
463,kloulklubed,75,PW,1554429000,79,7.04,134.26,84.2,10.29
464,havoysund,76,NO,1554432616,94,71,24.66,27.86,7.18
465,loandjili,40,CG,1554429600,94,-4.77,11.87,78.8,9.17
466,karasjok,0,NO,1554430800,85,69.47,25.52,15.8,14.99
467,batagay,8,RU,1554432617,69,67.65,134.64,32.36,4.38
468,peru,90,US,1554432609,93,41.33,-89.13,46.4,16.11
469,abu kamal,92,SY,1554432617,95,34.45,40.92,49.28,5.84
470,kropotkin,8,RU,1554432317,74,45.43,40.58,36,3.15
471,pangody,76,RU,1554432618,94,65.85,74.49,29.21,15.01
472,udachnyy,36,RU,1554432618,65,66.42,112.4,25.88,3.38
473,bangassou,0,CF,1554432618,75,4.74,22.82,73.04,2.26
474,vila do maio,20,CV,1554429600,64,15.13,-23.22,69.8,17.22
475,cabedelo,0,BR,1554429600,88,-6.97,-34.84,78.8,3.36
476,bambanglipuro,24,ID,1554432619,92,-7.95,110.28,82.94,4.16
477,goroka,44,PG,1554432619,72,-6.07,145.39,71.33,2.37
478,quimper,75,FR,1554432499,100,48,-4.1,48,3.36
479,gat,12,SN,1554429600,72,14.69,-16.54,66.2,20.8
480,przasnysz,0,PL,1554432596,52,53.02,20.88,44.01,8.05
481,flores da cunha,88,BR,1554432606,85,-29.03,-51.18,73.99,8.99
482,zhuhai,40,CN,1554429600,20,40.71,112.04,51.8,4.47
483,wesselsbron,100,ZA,1554432316,92,-27.85,26.36,57.99,5.5
484,aguilas,8,ES,1554432505,82,37.41,-1.58,51.01,1.01
485,sayyan,12,YE,1554432620,84,15.17,44.32,45.68,1.59
486,grand gaube,40,MU,1554432542,88,-20.01,57.66,75.99,4.7
487,konyshevka,76,RU,1554432316,84,51.85,35.29,28.99,3
488,sjenica,48,RS,1554432620,83,43.27,20,35.87,2.82
489,ola,64,RU,1554432621,85,59.58,151.3,35.15,20.83
490,tommot,36,RU,1554432621,65,58.97,126.27,33.44,3.6
491,zhigansk,8,RU,1554432621,63,66.77,123.37,34.16,3.94
492,macusani,80,PE,1554432621,100,-14.07,-70.43,49.91,1.7
493,rizhao,0,CN,1554432621,51,35.43,119.46,62.78,15.46
494,san antonio,0,CL,1554429600,93,-33.58,-71.61,51.8,2.93
495,seymchan,8,RU,1554432624,86,62.93,152.39,30.56,9.42
496,tala,40,MX,1554432495,32,20.65,-103.7,77,5.82
497,el jicaro,24,GT,1554432625,61,14.91,-89.89,71.78,1.7
498,west wendover,20,US,1554429360,36,40.74,-114.07,60.8,1.25
499,uinskoye,0,RU,1554432625,71,56.88,56.58,19.31,2.48
500,suamico,90,US,1554432625,83,44.63,-88.04,37.4,4.7
501,ormara,8,PK,1554432626,65,25.21,64.64,78.98,3.94
502,nador,0,MA,1554429600,67,35.17,-2.93,57.2,14.99
503,micheweni,76,TZ,1554432626,100,-4.97,39.83,78.8,6.62
504,katav-ivanovsk,36,RU,1554432626,85,54.75,58.21,27.14,2.15
505,dhidhdhoo,0,MV,1554432626,100,6.88,73.1,84.2,6.4
506,lieksa,88,FI,1554432626,98,63.32,30.02,32.36,2.59
507,aksu,75,KZ,1554429600,100,52.04,76.93,46.4,4.47
508,keningau,75,MY,1554429600,70,5.33,116.16,87.8,4.7
509,pareora,92,NZ,1554431919,53,-44.49,171.21,54,10
510,la joya,0,MX,1554432628,78,19.61,-97.03,58.01,1.59
511,sao filipe,64,CV,1554432628,97,14.9,-24.5,70.07,17.58
512,makakilo city,1,US,1554432365,57,21.35,-158.09,84.2,12.75
513,hami,76,CN,1554432628,39,42.84,93.51,63.14,4.94
514,lorengau,20,PG,1554432520,100,-2.02,147.27,83.03,6.73
515,avare,32,BR,1554432603,92,-23.1,-48.93,70.61,3.04
516,opuwo,0,NA,1554432628,82,-18.06,13.84,58.1,3.04
517,sosnovo,0,RU,1554432535,48,60.56,30.25,35.01,3.15
518,port hardy,90,CA,1554429600,66,50.7,-127.42,53.6,9.17
519,bainbridge,88,US,1554432604,88,30.9,-84.58,71.01,10.87
520,socorro,8,PH,1554431417,73,13.06,121.41,84.99,4
521,vila,75,IT,1554432628,81,45.18,8.4,46.99,4.7
522,chaiyaphum,12,TH,1554432630,80,15.81,102.03,82.13,3.71
523,port hedland,0,AU,1554429600,24,-20.31,118.58,95,8.05
524,khakhea,92,BW,1554432630,92,-24.69,23.5,61.88,4.27
525,galiakot,8,IN,1554432630,64,23.54,74.01,78.26,5.61
526,necochea,0,AR,1554432081,74,-38.55,-58.74,60.01,11.01
527,qandala,0,SO,1554432630,84,11.47,49.87,66.02,2.59
528,havre-saint-pierre,40,CA,1554430380,73,50.23,-63.6,24.8,23.04
529,ozernovskiy,64,RU,1554432631,90,51.5,156.52,35.51,5.73
530,hofn,76,IS,1554432631,100,64.25,-15.21,35.78,10.2
531,padang,20,ID,1554429600,79,-0.92,100.36,86,3.36
532,verkh-usugli,24,RU,1554432631,41,52.7,115.17,32.81,3.94
533,khombole,0,SN,1554429600,72,14.76,-16.69,66.2,20.8
534,katherine,75,AU,1554429600,58,-14.47,132.26,87.8,13.87
535,jacqueville,75,CI,1554429600,88,5.21,-4.42,77,10.29
536,umm bab,75,QA,1554431760,73,25.21,50.81,73.4,12.75
537,tezu,76,IN,1554432632,74,27.93,96.16,59.63,1.03
538,half moon bay,90,US,1554432628,87,37.46,-122.43,59,12.75
539,muncar,56,ID,1554432633,92,-8.43,114.34,82.04,2.37
540,chernyshevskiy,76,RU,1554432633,86,63.01,112.47,32.36,2.71
541,platanos,20,GR,1554432343,93,35.47,23.6,59,11.32
542,jasper,92,US,1554432506,100,33.83,-87.28,60.8,6.4
543,roebourne,0,AU,1554432634,25,-20.77,117.15,98.78,5.39
544,vostok,92,RU,1554432634,73,46.45,135.83,35.15,2.71
545,smithers,90,CA,1554429600,65,54.78,-127.17,44.6,4.7
546,bijie,0,CN,1554432634,84,27.3,105.3,58.1,3.71
547,ixtapa,90,MX,1554432611,88,20.71,-105.21,75.2,4.7
548,grindavik,75,IS,1554431816,100,63.84,-22.43,37,3.36
549,mendoza,20,AR,1554429600,39,-32.89,-68.84,64.4,3.36
550,barabai,92,ID,1554432635,96,-2.59,115.38,74.75,2.93
551,dehloran,32,IR,1554432635,45,32.69,47.27,59.81,3.04
552,plouzane,90,FR,1554432488,93,48.38,-4.62,42.8,8.05
553,kargasok,0,RU,1554432635,64,59.06,80.87,34.7,3.27
554,nurota,68,UZ,1554429600,93,40.56,65.69,57.2,4.7
